ROW,COL,UP,DOWN,LEFT,RIGHT
[0,0],0.0845787525177002,0.7044442892074585,0.10377711057662964,0.10719988495111465
[0,1],0.07641325891017914,0.7085515260696411,0.11204960942268372,0.10298561304807663
[0,2],0.10772713273763657,0.45292791724205017,0.16081002354621887,0.2785349190235138
[0,3],0.10541322827339172,0.2981996536254883,0.16068091988563538,0.4357061982154846
[0,4],0.10212499648332596,0.23744909465312958,0.1612178236246109,0.49920815229415894
[0,5],0.10517235100269318,0.21339713037014008,0.1718917042016983,0.5095388293266296
[0,6],0.11160686612129211,0.20182983577251434,0.1880446970462799,0.498518705368042
[0,7],0.11895222216844559,0.19466444849967957,0.20607800781726837,0.4803053140640259
[1,0],0.24053241312503815,0.2582487165927887,0.18035371601581573,0.3208651840686798
[1,1],0.13447058200836182,0.6568811535835266,0.12432391196489334,0.08432433754205704
[1,2],0.1615249663591385,0.5593189001083374,0.15810710191726685,0.12104908376932144
[1,3],0.17755958437919617,0.3605830669403076,0.18858860433101654,0.2732686996459961
[1,4],0.14291754364967346,0.2729392647743225,0.1814357191324234,0.40270745754241943
[1,5],0.11646483093500137,0.2389274686574936,0.17841225862503052,0.4661954939365387
[1,6],0.10596998780965805,0.22327382862567902,0.18636292219161987,0.48439323902130127
[1,7],0.10577481240034103,0.213166743516922,0.20203588902950287,0.4790225923061371
[2,0],0.23810864984989166,0.22302238643169403,0.19030888378620148,0.348560094833374
[2,1],0.2534274160861969,0.2655680477619171,0.20191854238510132,0.2790859639644623
[2,2],0.16594204306602478,0.6052805781364441,0.1464998722076416,0.08227751404047012
[2,3],0.23389479517936707,0.44041332602500916,0.1903025358915329,0.13538938760757446
[2,4],0.260659784078598,0.2887468934059143,0.21039241552352905,0.2402009516954422
[2,5],0.22816967964172363,0.23683711886405945,0.209456667304039,0.3255365788936615
[2,6],0.1824319064617157,0.22214089334011078,0.207696333527565,0.3877309262752533
[2,7],0.14421404898166656,0.21903832256793976,0.20851990580558777,0.4282277524471283
[3,0],0.22207435965538025,0.27970972657203674,0.20622484385967255,0.29199105501174927
[3,1],0.24700605869293213,0.18583469092845917,0.21764278411865234,0.34951648116111755
[3,2],0.25649914145469666,0.2756996750831604,0.22557464241981506,0.2422265112400055
[3,3],0.19047141075134277,0.5428376197814941,0.17408671975135803,0.09260419756174088
[3,4],0.26364973187446594,0.3698938190937042,0.21393069624900818,0.15252575278282166
[3,5],0.29114753007888794,0.25971463322639465,0.22616305947303772,0.22297480702400208
[3,6],0.2802188992500305,0.22142435610294342,0.2283380925655365,0.2700187563896179
[3,7],0.2521129250526428,0.20831847190856934,0.23004987835884094,0.3095186948776245
[4,0],0.2150879204273224,0.31560054421424866,0.22429093718528748,0.24502061307430267
[4,1],0.23264166712760925,0.2413739264011383,0.23832349479198456,0.2876608371734619
[4,2],0.2590523958206177,0.14333152770996094,0.2442999929189682,0.353316068649292
[4,3],0.25774458050727844,0.28735601902008057,0.2444922775030136,0.21040721237659454
[4,4],0.21639646589756012,0.4710707664489746,0.20350387692451477,0.10902883112430573
[4,5],0.27781158685684204,0.3209148347377777,0.23392726480960846,0.1673462688922882
[4,6],0.29804790019989014,0.2452826052904129,0.24114984273910522,0.2155197411775589
[4,7],0.2960081398487091,0.21862199902534485,0.24370741844177246,0.24166239798069
[5,0],0.21369698643684387,0.3283441364765167,0.24347327649593353,0.21448567509651184
[5,1],0.2234836220741272,0.28668472170829773,0.25638630986213684,0.23344527184963226
[5,2],0.2449716478586197,0.19376295804977417,0.26753541827201843,0.2937299907207489
[5,3],0.269959419965744,0.10605461895465851,0.2623838782310486,0.3616020977497101
[5,4],0.2573390603065491,0.30078747868537903,0.2548482418060303,0.18702518939971924
[5,5],0.2404182106256485,0.40379220247268677,0.22898933291435242,0.1268002688884735
[5,6],0.28673121333122253,0.285677433013916,0.24975702166557312,0.17783431708812714
[5,7],0.30026549100875854,0.23456981778144836,0.2539028823375702,0.21126174926757812
[6,0],0.21437036991119385,0.32926633954048157,0.2621738910675049,0.1941894143819809
[6,1],0.21939939260482788,0.3070022463798523,0.272938996553421,0.20065940916538239
[6,2],0.2323552370071411,0.2516022324562073,0.2842314541339874,0.23181112110614777
[6,3],0.25672027468681335,0.14234238862991333,0.28688856959342957,0.31404876708984375
[6,4],0.27737435698509216,0.08112338930368423,0.26887431740760803,0.37262794375419617
[6,5],0.2569350004196167,0.31199321150779724,0.25878193974494934,0.17228969931602478
[6,6],0.2596464157104492,0.34946566820144653,0.248037189245224,0.14285066723823547
[6,7],0.29278284311294556,0.26106736063957214,0.2612761855125427,0.18487361073493958
[7,0],0.21546418964862823,0.32544127106666565,0.27914780378341675,0.17994670569896698
[7,1],0.21805346012115479,0.3129437565803528,0.2880229353904724,0.18097978830337524
[7,2],0.2247062623500824,0.2837105691432953,0.296674519777298,0.19490869343280792
[7,3],0.2421477884054184,0.2098931074142456,0.30482468008995056,0.24313445389270782
[7,4],0.26469630002975464,0.09517138451337814,0.29049238562583923,0.3496399521827698
[7,5],0.2821376323699951,0.07016898691654205,0.2678999602794647,0.3797934949398041
[7,6],0.25856155157089233,0.31624627113342285,0.2606789469718933,0.1645132303237915
[7,7],0.27374500036239624,0.3091196119785309,0.26108452677726746,0.15605081617832184
